group,subject,date,team,round,RT,Report,stage,ID.number,PlayerNo,Condition,HighEffort,LowEffort,Order,ShortPartnership,LongPartnership,Double,Age,Gender,H.Hexaco,E.Hexaco,X.Hexaco,A.Hexaco,C.Hexaco,O.Hexaco,SoMi,Study,Continent
17,1,2018_9_26_11_19_53,1,4,7.22,6,1,21139,First Mover,Collaborative,0,1,Mirror,0,1,1,19,0,4.7,4,4.3,4.5,4.7,5.2,2,Business,Asia
17,2,2018_9_26_11_20_6,1,4,6.61,6,2,22634,Second Mover,Collaborative,0,1,Mirror,0,1,1,24,0,4.3,3.7,4.2,3.7,3.6,5.3,3,Business,Asia
17,3,2018_9_26_11_18_50,2,4,4.73,6,1,21846,First Mover,Collaborative,0,1,Mirror,0,1,1,22,1,4,4,4,4.2,4,4.2,2.75,Business,Asia
17,4,2018_9_26_11_18_59,2,4,3.94,6,2,18991,Second Mover,Collaborative,0,1,Mirror,0,1,1,21,1,4.3,4.2,4.8,4.6,5,5.1,2.5,Economics,Europe
17,5,2018_9_26_11_21_0,3,4,9.34,6,1,13251,First Mover,Collaborative,0,1,Mirror,0,1,0,NA,1,5.3,4,4.3,4.1,4.5,5.1,2.25,Humanities,Europe
17,6,2018_9_26_11_21_13,3,4,6.7,5,2,22687,Second Mover,Collaborative,0,1,Mirror,0,1,0,22,1,3.8,4.8,4.2,4.4,3.9,4.2,2.6666666666666665,Science,Asia
17,7,2018_9_26_11_16_39,4,4,6.13,6,1,22548,First Mover,Collaborative,0,1,Mirror,0,1,0,22,1,2.8,3.8,5.4,4,4.3,4,2,Economics,Asia
17,8,2018_9_26_11_16_51,4,4,5.65,2,2,20543,Second Mover,Collaborative,0,1,Mirror,0,1,0,21,1,4,4.1,4.5,4.3,4.6,4.8,2.75,Science,Asia
17,9,2018_9_26_11_25_18,5,4,5.46,6,1,21889,First Mover,Collaborative,0,1,Mirror,0,1,0,33,0,4.2,5.4,4.6,4.3,3.9,4.2,2.3333333333333335,Economics,Asia
17,10,2018_9_26_11_25_26,5,4,2.71,3,2,21661,Second Mover,Collaborative,0,1,Mirror,0,1,0,20,1,2.8,4.8,3.5,3.2,3,4.1,2.6666666666666665,Business,Europe
17,1,2018_9_26_11_20_30,1,5,8.27,3,1,21139,First Mover,Collaborative,0,1,Mirror,0,1,0,19,0,4.7,4,4.3,4.5,4.7,5.2,2,Business,Asia
17,2,2018_9_26_11_20_41,1,5,6.63,6,2,22634,Second Mover,Collaborative,0,1,Mirror,0,1,0,24,0,4.3,3.7,4.2,3.7,3.6,5.3,3,Business,Asia
17,3,2018_9_26_11_19_15,2,5,2.95,3,1,21846,First Mover,Collaborative,0,1,Mirror,0,1,0,22,1,4,4,4,4.2,4,4.2,2.75,Business,Asia
17,4,2018_9_26_11_19_28,2,5,1.99,6,2,18991,Second Mover,Collaborative,0,1,Mirror,0,1,0,21,1,4.3,4.2,4.8,4.6,5,5.1,2.5,Economics,Europe
17,5,2018_9_26_11_21_48,3,5,9.01,5,1,13251,First Mover,Collaborative,0,1,Mirror,0,1,0,NA,1,5.3,4,4.3,4.1,4.5,5.1,2.25,Humanities,Europe
17,6,2018_9_26_11_22_2,3,5,7.91,1,2,22687,Second Mover,Collaborative,0,1,Mirror,0,1,0,22,1,3.8,4.8,4.2,4.4,3.9,4.2,2.6666666666666665,Science,Asia
17,7,2018_9_26_11_17_9,4,5,5.68,6,1,22548,First Mover,Collaborative,0,1,Mirror,0,1,0,22,1,2.8,3.8,5.4,4,4.3,4,2,Economics,Asia
17,8,2018_9_26_11_17_17,4,5,1.4,4,2,20543,Second Mover,Collaborative,0,1,Mirror,0,1,0,21,1,4,4.1,4.5,4.3,4.6,4.8,2.75,Science,Asia
17,9,2018_9_26_11_25_43,5,5,5.34,6,1,21889,First Mover,Collaborative,0,1,Mirror,0,1,0,33,0,4.2,5.4,4.6,4.3,3.9,4.2,2.3333333333333335,Economics,Asia
17,10,2018_9_26_11_25_54,5,5,3.24,3,2,21661,Second Mover,Collaborative,0,1,Mirror,0,1,0,20,1,2.8,4.8,3.5,3.2,3,4.1,2.6666666666666665,Business,Europe
17,1,2018_9_26_11_21_0,1,6,5.61,6,1,21139,First Mover,Collaborative,0,1,Mirror,0,1,0,19,0,4.7,4,4.3,4.5,4.7,5.2,2,Business,Asia
17,2,2018_9_26_11_21_16,1,6,8.98,2,2,22634,Second Mover,Collaborative,0,1,Mirror,0,1,0,24,0,4.3,3.7,4.2,3.7,3.6,5.3,3,Business,Asia
17,3,2018_9_26_11_19_50,2,6,11.39,4,1,21846,First Mover,Collaborative,0,1,Mirror,0,1,0,22,1,4,4,4,4.2,4,4.2,2.75,Business,Asia
17,4,2018_9_26_11_20_1,2,6,4.28,5,2,18991,Second Mover,Collaborative,0,1,Mirror,0,1,0,21,1,4.3,4.2,4.8,4.6,5,5.1,2.5,Economics,Europe
17,5,2018_9_26_11_22_28,3,6,8.71,1,1,13251,First Mover,Collaborative,0,1,Mirror,0,1,0,NA,1,5.3,4,4.3,4.1,4.5,5.1,2.25,Humanities,Europe
17,6,2018_9_26_11_22_41,3,6,3.92,3,2,22687,Second Mover,Collaborative,0,1,Mirror,0,1,0,22,1,3.8,4.8,4.2,4.4,3.9,4.2,2.6666666666666665,Science,Asia
17,7,2018_9_26_11_17_35,4,6,6.87,5,1,22548,First Mover,Collaborative,0,1,Mirror,0,1,0,22,1,2.8,3.8,5.4,4,4.3,4,2,Economics,Asia
17,8,2018_9_26_11_17_46,4,6,6.07,4,2,20543,Second Mover,Collaborative,0,1,Mirror,0,1,0,21,1,4,4.1,4.5,4.3,4.6,4.8,2.75,Science,Asia
17,9,2018_9_26_11_26_12,5,6,5.71,6,1,21889,First Mover,Collaborative,0,1,Mirror,0,1,0,33,0,4.2,5.4,4.6,4.3,3.9,4.2,2.3333333333333335,Economics,Asia
17,10,2018_9_26_11_26_22,5,6,4.49,5,2,21661,Second Mover,Collaborative,0,1,Mirror,0,1,0,20,1,2.8,4.8,3.5,3.2,3,4.1,2.6666666666666665,Business,Europe
17,1,2018_9_26_11_21_52,1,7,2.93,6,1,21139,First Mover,Collaborative,0,1,Mirror,0,1,0,19,0,4.7,4,4.3,4.5,4.7,5.2,2,Business,Asia
17,2,2018_9_26_11_22_6,1,7,8.35,4,2,22634,Second Mover,Collaborative,0,1,Mirror,0,1,0,24,0,4.3,3.7,4.2,3.7,3.6,5.3,3,Business,Asia
17,3,2018_9_26_11_20_35,2,7,4.48,1,1,21846,First Mover,Collaborative,0,1,Mirror,0,1,0,22,1,4,4,4,4.2,4,4.2,2.75,Business,Asia
17,4,2018_9_26_11_20_48,2,7,2.25,5,2,18991,Second Mover,Collaborative,0,1,Mirror,0,1,0,21,1,4.3,4.2,4.8,4.6,5,5.1,2.5,Economics,Europe
17,5,2018_9_26_11_23_28,3,7,9.15,6,1,13251,First Mover,Collaborative,0,1,Mirror,0,1,1,NA,1,5.3,4,4.3,4.1,4.5,5.1,2.25,Humanities,Europe
17,6,2018_9_26_11_23_39,3,7,4.65,6,2,22687,Second Mover,Collaborative,0,1,Mirror,0,1,1,22,1,3.8,4.8,4.2,4.4,3.9,4.2,2.6666666666666665,Science,Asia
17,7,2018_9_26_11_18_42,4,7,6.06,6,1,22548,First Mover,Collaborative,0,1,Mirror,0,1,0,22,1,2.8,3.8,5.4,4,4.3,4,2,Economics,Asia
17,8,2018_9_26_11_18_48,4,7,1.27,2,2,20543,Second Mover,Collaborative,0,1,Mirror,0,1,0,21,1,4,4.1,4.5,4.3,4.6,4.8,2.75,Science,Asia
17,9,2018_9_26_11_27_8,5,7,8.01,3,1,21889,First Mover,Collaborative,0,1,Mirror,0,1,0,33,0,4.2,5.4,4.6,4.3,3.9,4.2,2.3333333333333335,Economics,Asia
17,10,2018_9_26_11_27_17,5,7,2.66,5,2,21661,Second Mover,Collaborative,0,1,Mirror,0,1,0,20,1,2.8,4.8,3.5,3.2,3,4.1,2.6666666666666665,Business,Europe
17,1,2018_9_26_11_22_27,1,8,4.87,4,1,21139,First Mover,Collaborative,0,1,Mirror,0,1,0,19,0,4.7,4,4.3,4.5,4.7,5.2,2,Business,Asia
17,2,2018_9_26_11_22_42,1,8,7.19,1,2,22634,Second Mover,Collaborative,0,1,Mirror,0,1,0,24,0,4.3,3.7,4.2,3.7,3.6,5.3,3,Business,Asia
17,3,2018_9_26_11_21_3,2,8,4.06,5,1,21846,First Mover,Collaborative,0,1,Mirror,0,1,0,22,1,4,4,4,4.2,4,4.2,2.75,Business,Asia
17,4,2018_9_26_11_21_11,2,8,4.06,6,2,18991,Second Mover,Collaborative,0,1,Mirror,0,1,0,21,1,4.3,4.2,4.8,4.6,5,5.1,2.5,Economics,Europe
17,5,2018_9_26_11_24_7,3,8,7.45,5,1,13251,First Mover,Collaborative,0,1,Mirror,0,1,1,NA,1,5.3,4,4.3,4.1,4.5,5.1,2.25,Humanities,Europe
17,6,2018_9_26_11_24_24,3,8,11.9,5,2,22687,Second Mover,Collaborative,0,1,Mirror,0,1,1,22,1,3.8,4.8,4.2,4.4,3.9,4.2,2.6666666666666665,Science,Asia
17,7,2018_9_26_11_19_5,4,8,3.31,4,1,22548,First Mover,Collaborative,0,1,Mirror,0,1,0,22,1,2.8,3.8,5.4,4,4.3,4,2,Economics,Asia
17,8,2018_9_26_11_19_19,4,8,4.09,5,2,20543,Second Mover,Collaborative,0,1,Mirror,0,1,0,21,1,4,4.1,4.5,4.3,4.6,4.8,2.75,Science,Asia
17,9,2018_9_26_11_27_41,5,8,8.61,5,1,21889,First Mover,Collaborative,0,1,Mirror,0,1,0,33,0,4.2,5.4,4.6,4.3,3.9,4.2,2.3333333333333335,Economics,Asia
17,10,2018_9_26_11_27_52,5,8,3.73,3,2,21661,Second Mover,Collaborative,0,1,Mirror,0,1,0,20,1,2.8,4.8,3.5,3.2,3,4.1,2.6666666666666665,Business,Europe
17,1,2018_9_26_11_23_4,1,9,4.02,2,1,21139,First Mover,Collaborative,0,1,Mirror,0,1,0,19,0,4.7,4,4.3,4.5,4.7,5.2,2,Business,Asia
17,2,2018_9_26_11_23_17,1,9,6.15,6,2,22634,Second Mover,Collaborative,0,1,Mirror,0,1,0,24,0,4.3,3.7,4.2,3.7,3.6,5.3,3,Business,Asia
17,3,2018_9_26_11_21_28,2,9,5.02,4,1,21846,First Mover,Collaborative,0,1,Mirror,0,1,0,22,1,4,4,4,4.2,4,4.2,2.75,Business,Asia
17,4,2018_9_26_11_21_40,2,9,4.26,2,2,18991,Second Mover,Collaborative,0,1,Mirror,0,1,0,21,1,4.3,4.2,4.8,4.6,5,5.1,2.5,Economics,Europe
17,5,2018_9_26_11_24_51,3,9,8.34,5,1,13251,First Mover,Collaborative,0,1,Mirror,0,1,0,NA,1,5.3,4,4.3,4.1,4.5,5.1,2.25,Humanities,Europe
17,6,2018_9_26_11_25_7,3,9,8.94,6,2,22687,Second Mover,Collaborative,0,1,Mirror,0,1,0,22,1,3.8,4.8,4.2,4.4,3.9,4.2,2.6666666666666665,Science,Asia
17,7,2018_9_26_11_19_37,4,9,5.65,6,1,22548,First Mover,Collaborative,0,1,Mirror,0,1,1,22,1,2.8,3.8,5.4,4,4.3,4,2,Economics,Asia
17,8,2018_9_26_11_19_42,4,9,1.23,6,2,20543,Second Mover,Collaborative,0,1,Mirror,0,1,1,21,1,4,4.1,4.5,4.3,4.6,4.8,2.75,Science,Asia
17,9,2018_9_26_11_28_16,5,9,9.86,5,1,21889,First Mover,Collaborative,0,1,Mirror,0,1,0,33,0,4.2,5.4,4.6,4.3,3.9,4.2,2.3333333333333335,Economics,Asia
17,10,2018_9_26_11_28_29,5,9,3.69,1,2,21661,Second Mover,Collaborative,0,1,Mirror,0,1,0,20,1,2.8,4.8,3.5,3.2,3,4.1,2.6666666666666665,Business,Europe
17,1,2018_9_26_11_29_24,1,10,7,1,1,21139,First Mover,Collaborative,1,0,Mirror,0,1,1,19,0,4.7,4,4.3,4.5,4.7,5.2,2,Business,Asia
17,10,2018_9_26_11_29_52,1,10,2.22,1,2,21661,Second Mover,Collaborative,1,0,Mirror,0,1,1,20,1,2.8,4.8,3.5,3.2,3,4.1,2.6666666666666665,Business,Europe
17,2,2018_9_26_11_29_42,2,10,10.38,3,2,22634,Second Mover,Collaborative,1,0,Mirror,0,1,0,24,0,4.3,3.7,4.2,3.7,3.6,5.3,3,Business,Asia
17,3,2018_9_26_11_29_20,2,10,6.36,6,1,21846,First Mover,Collaborative,1,0,Mirror,0,1,0,22,1,4,4,4,4.2,4,4.2,2.75,Business,Asia
17,4,2018_9_26_11_29_41,3,10,4.4,1,2,18991,Second Mover,Collaborative,1,0,Mirror,0,1,0,21,1,4.3,4.2,4.8,4.6,5,5.1,2.5,Economics,Europe
17,5,2018_9_26_11_29_30,3,10,8.23,4,1,13251,First Mover,Collaborative,1,0,Mirror,0,1,0,NA,1,5.3,4,4.3,4.1,4.5,5.1,2.25,Humanities,Europe
17,6,2018_9_26_11_29_44,4,10,5.34,4,2,22687,Second Mover,Collaborative,1,0,Mirror,0,1,1,22,1,3.8,4.8,4.2,4.4,3.9,4.2,2.6666666666666665,Science,Asia
17,7,2018_9_26_11_29_25,4,10,6.21,4,1,22548,First Mover,Collaborative,1,0,Mirror,0,1,1,22,1,2.8,3.8,5.4,4,4.3,4,2,Economics,Asia
17,8,2018_9_26_11_30_12,5,10,3.81,6,2,20543,Second Mover,Collaborative,1,0,Mirror,0,1,0,21,1,4,4.1,4.5,4.3,4.6,4.8,2.75,Science,Asia
17,9,2018_9_26_11_29_59,5,10,7.57,3,1,21889,First Mover,Collaborative,1,0,Mirror,0,1,0,33,0,4.2,5.4,4.6,4.3,3.9,4.2,2.3333333333333335,Economics,Asia
17,1,2018_9_26_11_30_10,1,11,4.29,3,1,21139,First Mover,Collaborative,1,0,Mirror,0,1,1,19,0,4.7,4,4.3,4.5,4.7,5.2,2,Business,Asia
17,10,2018_9_26_11_30_19,1,11,2.85,3,2,21661,Second Mover,Collaborative,1,0,Mirror,0,1,1,20,1,2.8,4.8,3.5,3.2,3,4.1,2.6666666666666665,Business,Europe
17,2,2018_9_26_11_30_22,2,11,9.03,2,2,22634,Second Mover,Collaborative,1,0,Mirror,0,1,1,24,0,4.3,3.7,4.2,3.7,3.6,5.3,3,Business,Asia
17,3,2018_9_26_11_30_7,2,11,6.94,2,1,21846,First Mover,Collaborative,1,0,Mirror,0,1,1,22,1,4,4,4,4.2,4,4.2,2.75,Business,Asia
17,4,2018_9_26_11_30_11,3,11,2.7,4,2,18991,Second Mover,Collaborative,1,0,Mirror,0,1,0,21,1,4.3,4.2,4.8,4.6,5,5.1,2.5,Economics,Europe
17,5,2018_9_26_11_30_2,3,11,7.44,1,1,13251,First Mover,Collaborative,1,0,Mirror,0,1,0,NA,1,5.3,4,4.3,4.1,4.5,5.1,2.25,Humanities,Europe
17,6,2018_9_26_11_30_25,4,11,6.16,5,2,22687,Second Mover,Collaborative,1,0,Mirror,0,1,0,22,1,3.8,4.8,4.2,4.4,3.9,4.2,2.6666666666666665,Science,Asia
17,7,2018_9_26_11_30_5,4,11,8.44,6,1,22548,First Mover,Collaborative,1,0,Mirror,0,1,0,22,1,2.8,3.8,5.4,4,4.3,4,2,Economics,Asia
17,8,2018_9_26_11_30_42,5,11,1.67,4,2,20543,Second Mover,Collaborative,1,0,Mirror,0,1,0,21,1,4,4.1,4.5,4.3,4.6,4.8,2.75,Science,Asia
17,9,2018_9_26_11_30_34,5,11,7.09,6,1,21889,First Mover,Collaborative,1,0,Mirror,0,1,0,33,0,4.2,5.4,4.6,4.3,3.9,4.2,2.3333333333333335,Economics,Asia
17,1,2018_9_26_11_30_40,1,12,5.9,2,1,21139,First Mover,Collaborative,1,0,Mirror,0,1,0,19,0,4.7,4,4.3,4.5,4.7,5.2,2,Business,Asia
17,10,2018_9_26_11_30_50,1,12,3.03,6,2,21661,Second Mover,Collaborative,1,0,Mirror,0,1,0,20,1,2.8,4.8,3.5,3.2,3,4.1,2.6666666666666665,Business,Europe
17,2,2018_9_26_11_30_58,2,12,7.93,3,2,22634,Second Mover,Collaborative,1,0,Mirror,0,1,0,24,0,4.3,3.7,4.2,3.7,3.6,5.3,3,Business,Asia
17,3,2018_9_26_11_30_44,2,12,6.16,1,1,21846,First Mover,Collaborative,1,0,Mirror,0,1,0,22,1,4,4,4,4.2,4,4.2,2.75,Business,Asia
17,4,2018_9_26_11_30_42,3,12,2.52,6,2,18991,Second Mover,Collaborative,1,0,Mirror,0,1,1,21,1,4.3,4.2,4.8,4.6,5,5.1,2.5,Economics,Europe
17,5,2018_9_26_11_30_34,3,12,6.92,6,1,13251,First Mover,Collaborative,1,0,Mirror,0,1,1,NA,1,5.3,4,4.3,4.1,4.5,5.1,2.25,Humanities,Europe
17,6,2018_9_26_11_31_9,4,12,11.92,4,2,22687,Second Mover,Collaborative,1,0,Mirror,0,1,1,22,1,3.8,4.8,4.2,4.4,3.9,4.2,2.6666666666666665,Science,Asia
17,7,2018_9_26_11_30_51,4,12,10.67,4,1,22548,First Mover,Collaborative,1,0,Mirror,0,1,1,22,1,2.8,3.8,5.4,4,4.3,4,2,Economics,Asia
17,8,2018_9_26_11_31_8,5,12,1.22,5,2,20543,Second Mover,Collaborative,1,0,Mirror,0,1,1,21,1,4,4.1,4.5,4.3,4.6,4.8,2.75,Science,Asia
17,9,2018_9_26_11_31_0,5,12,5.61,5,1,21889,First Mover,Collaborative,1,0,Mirror,0,1,1,33,0,4.2,5.4,4.6,4.3,3.9,4.2,2.3333333333333335,Economics,Asia
17,1,2018_9_26_11_31_36,1,13,5.71,6,1,21139,First Mover,Collaborative,1,0,Mirror,0,1,0,19,0,4.7,4,4.3,4.5,4.7,5.2,2,Business,Asia
17,10,2018_9_26_11_31_47,1,13,3.91,3,2,21661,Second Mover,Collaborative,1,0,Mirror,0,1,0,20,1,2.8,4.8,3.5,3.2,3,4.1,2.6666666666666665,Business,Europe
17,2,2018_9_26_11_32_0,2,13,6.8,6,2,22634,Second Mover,Collaborative,1,0,Mirror,0,1,0,24,0,4.3,3.7,4.2,3.7,3.6,5.3,3,Business,Asia
17,3,2018_9_26_11_31_48,2,13,5.96,5,1,21846,First Mover,Collaborative,1,0,Mirror,0,1,0,22,1,4,4,4,4.2,4,4.2,2.75,Business,Asia
17,4,2018_9_26_11_31_43,3,13,2.34,5,2,18991,Second Mover,Collaborative,1,0,Mirror,0,1,0,21,1,4.3,4.2,4.8,4.6,5,5.1,2.5,Economics,Europe
17,5,2018_9_26_11_31_36,3,13,9.08,4,1,13251,First Mover,Collaborative,1,0,Mirror,0,1,0,NA,1,5.3,4,4.3,4.1,4.5,5.1,2.25,Humanities,Europe
17,6,2018_9_26_11_32_27,4,13,3.68,5,2,22687,Second Mover,Collaborative,1,0,Mirror,0,1,1,22,1,3.8,4.8,4.2,4.4,3.9,4.2,2.6666666666666665,Science,Asia
17,7,2018_9_26_11_32_0,4,13,8.41,5,1,22548,First Mover,Collaborative,1,0,Mirror,0,1,1,22,1,2.8,3.8,5.4,4,4.3,4,2,Economics,Asia
17,8,2018_9_26_11_32_9,5,13,5.34,4,2,20543,Second Mover,Collaborative,1,0,Mirror,0,1,0,21,1,4,4.1,4.5,4.3,4.6,4.8,2.75,Science,Asia
17,9,2018_9_26_11_31_56,5,13,5.7,6,1,21889,First Mover,Collaborative,1,0,Mirror,0,1,0,33,0,4.2,5.4,4.6,4.3,3.9,4.2,2.3333333333333335,Economics,Asia
17,1,2018_9_26_11_32_3,1,14,3.49,6,1,21139,First Mover,Collaborative,1,0,Mirror,0,1,1,19,0,4.7,4,4.3,4.5,4.7,5.2,2,Business,Asia
17,10,2018_9_26_11_32_10,1,14,2.75,6,2,21661,Second Mover,Collaborative,1,0,Mirror,0,1,1,20,1,2.8,4.8,3.5,3.2,3,4.1,2.6666666666666665,Business,Europe
17,2,2018_9_26_11_32_33,2,14,9.97,4,2,22634,Second Mover,Collaborative,1,0,Mirror,0,1,0,24,0,4.3,3.7,4.2,3.7,3.6,5.3,3,Business,Asia
17,3,2018_9_26_11_32_18,2,14,6.21,5,1,21846,First Mover,Collaborative,1,0,Mirror,0,1,0,22,1,4,4,4,4.2,4,4.2,2.75,Business,Asia
17,4,2018_9_26_11_32_14,3,14,2.52,6,2,18991,Second Mover,Collaborative,1,0,Mirror,0,1,0,21,1,4.3,4.2,4.8,4.6,5,5.1,2.5,Economics,Europe
17,5,2018_9_26_11_32_6,3,14,5.68,4,1,13251,First Mover,Collaborative,1,0,Mirror,0,1,0,NA,1,5.3,4,4.3,4.1,4.5,5.1,2.25,Humanities,Europe
17,6,2018_9_26_11_32_58,4,14,4.13,3,2,22687,Second Mover,Collaborative,1,0,Mirror,0,1,1,22,1,3.8,4.8,4.2,4.4,3.9,4.2,2.6666666666666665,Science,Asia
17,7,2018_9_26_11_32_44,4,14,3.77,3,1,22548,First Mover,Collaborative,1,0,Mirror,0,1,1,22,1,2.8,3.8,5.4,4,4.3,4,2,Economics,Asia
17,8,2018_9_26_11_32_43,5,14,1.63,5,2,20543,Second Mover,Collaborative,1,0,Mirror,0,1,1,21,1,4,4.1,4.5,4.3,4.6,4.8,2.75,Science,Asia
17,9,2018_9_26_11_32_30,5,14,3.79,5,1,21889,First Mover,Collaborative,1,0,Mirror,0,1,1,33,0,4.2,5.4,4.6,4.3,3.9,4.2,2.3333333333333335,Economics,Asia
17,1,2018_9_26_11_32_27,1,15,4.83,1,1,21139,First Mover,Collaborative,1,0,Mirror,0,1,0,19,0,4.7,4,4.3,4.5,4.7,5.2,2,Business,Asia
